0	0.6820399
0.02	0.6819701
0.04	0.6819093
0.06	0.68186
0.08	0.6818308
0.1	0.681807
0.12	0.6817991
0.14	0.6817991
0.16	0.6818161
0.18	0.6818442
0.2	0.6818812
0.22	0.6819299
0.24	0.6819909
0.26	0.6820636
0.28	0.6821468
0.3	0.6822362
0.32	0.6823411
0.34	0.6824502
0.36	0.68257
0.38	0.6827052
0.4	0.6828513
0.42	0.6830031
0.44	0.6831637
0.46	0.6833323
0.48	0.6835101
0.5	0.6837015
0.52	0.6839004
0.54	0.6841055
0.56	0.6843246
0.58	0.6845495
0.6	0.684786
0.62	0.6850321
0.64	0.6852874
0.66	0.685554
0.68	0.6858299
0.7	0.6861154
0.72	0.6864116
0.74	0.6867165
0.76	0.6870236
0.78	0.6873387
0.8	0.6876634
0.82	0.6879932
0.84	0.6883336
0.86	0.688675
0.88	0.6890248
0.9	0.6893774
0.92	0.6897351
0.94	0.6900988
0.96	0.6904619
0.98	0.6908339
1	0.6912138
1.02	0.6915988
1.04	0.6919783
1.06	0.6923667
1.08	0.6927606
1.1	0.6931605
1.12	0.6935639
1.14	0.693968
1.16	0.6943794
1.18	0.6947982
1.2	0.6952162
1.22	0.6956391
1.24	0.6960665
1.26	0.6965052
1.28	0.6969445
1.3	0.6973861
1.32	0.6978346
1.34	0.6982855
1.36	0.6987404
1.38	0.6992064
1.4	0.6996772
1.42	0.7001543
1.44	0.700632
1.46	0.7011133
1.48	0.7016028
1.5	0.7020946
1.52	0.7025914
1.54	0.7030926
1.56	0.7035941
1.58	0.7040909
1.6	0.7045971
1.62	0.7050977
1.64	0.7055929
1.66	0.7060897
1.68	0.7065868
1.7	0.7070765
1.72	0.7075596
1.74	0.7080271
1.76	0.708495
1.78	0.7089494
1.8	0.7093989
1.82	0.7098356
1.84	0.7102615
1.86	0.7106778
1.88	0.7110847
1.9	0.7114875
1.92	0.7118731
1.94	0.7122473
1.96	0.7126145
1.98	0.7129701
2	0.7133139
2.02	0.7136531
2.04	0.7139736
2.04	0.7139736
2.05	0.7141298
2.06	0.714289
2.08	0.7145959
2.1	0.7148861
2.12	0.7151692
2.14	0.7154434
2.16	0.7157154
2.18	0.7159751
2.2	0.7162299
2.22	0.7164707
2.24	0.7167132
2.26	0.7169493
2.28	0.717183
2.3	0.7174147
2.32	0.7176437
2.34	0.7178704
2.36	0.7180979
2.38	0.7183188
2.4	0.7185451
2.42	0.7187729
2.44	0.7189983
2.46	0.7192284
2.48	0.7194635
2.5	0.7196921
2.52	0.7199277
2.54	0.7201602
2.56	0.7203979
2.58	0.7206324
2.6	0.7208772
2.62	0.7211086
2.64	0.7213529
2.66	0.7215907
2.68	0.7218366
2.7	0.7220699
2.72	0.7223142
2.74	0.7225511
2.76	0.7227946
2.78	0.7230184
2.8	0.7232619
2.82	0.7234852
2.84	0.7237184
2.86	0.7239426
2.88	0.7241614
2.9	0.7243761
2.92	0.724586
2.94	0.7247881
2.96	0.7249829
2.98	0.7251762
3	0.7253583
3.02	0.7255309
3.04	0.7257001
3.06	0.7258715
3.06	0.7258715
3.08	0.7260275
3.1	0.7261732
3.12	0.7263199
3.14	0.7264599
3.16	0.7265957
3.18	0.7267202
3.2	0.7268387
3.22	0.7269523
3.24	0.727059
3.26	0.7271693
3.28	0.727264
3.3	0.7273487
3.32	0.7274368
3.34	0.7275171
3.36	0.7275988
3.38	0.7276792
3.4	0.7277589
3.42	0.727827
3.44	0.7278989
3.46	0.7279742
3.48	0.7280443
3.5	0.7281092
3.52	0.7281727
3.54	0.7282296
3.56	0.7282845
3.58	0.7283387
3.6	0.7283913
3.62	0.7284405
3.64	0.7284896
3.66	0.7285349
3.68	0.7285877
3.7	0.728633
3.72	0.7286769
3.74	0.7287216
3.76	0.7287721
3.78	0.7288113
3.8	0.7288547
3.82	0.7289066
3.84	0.7289516
3.86	0.7289981
3.88	0.729048
3.9	0.7290999
3.92	0.729157
3.94	0.7292064
3.96	0.729275
3.98	0.7293283
4	0.7293857
4.02	0.729441
4.04	0.7295019
4.06	0.7295542
4.08	0.7296079
4.1	0.7296583
4.12	0.7297053
4.14	0.7297391
4.16	0.729776
4.18	0.7298048
4.2	0.7298297
4.22	0.7298438
4.24	0.7298501
4.26	0.7298512
4.28	0.7298382
4.3	0.729822
4.32	0.7297961
4.34	0.7297637
4.36	0.7297102
4.38	0.7296585
4.4	0.729609
4.42	0.7295389
4.44	0.7294509
4.46	0.7293592
4.48	0.7292541
4.5	0.7291372
4.52	0.7290077
4.54	0.7288712
4.56	0.72872
4.58	0.7285667
4.6	0.7283934
4.62	0.7282191
4.64	0.7280338
4.66	0.7278366
4.68	0.7276258
4.7	0.7274163
4.72	0.727196
4.74	0.7269607
4.76	0.7267257
4.78	0.7264768
4.8	0.7262273
4.82	0.7259623
4.84	0.725699
4.86	0.7254227
4.88	0.7251427
4.9	0.724861
4.92	0.7245786
4.94	0.7242858
4.96	0.7239921
4.98	0.7236946
5	0.7233978
5.02	0.7230956
5.04	0.7227944
5.06	0.7224889
5.06	0.7224889
5.08	0.7221855
5.1	0.7218801
5.12	0.7215901
5.14	0.7212861
5.16	0.7209988
5.18	0.7207059
5.2	0.7204223
5.22	0.7201427
5.24	0.7198662
5.26	0.7196009
5.28	0.7193383
5.3	0.7190745
5.32	0.7188258
5.34	0.718573
5.36	0.7183297
5.38	0.7180921
