5.4	0.7178487
5.42	0.7176156
5.44	0.7173856
5.46	0.7171612
5.48	0.7169401
5.5	0.7167258
5.52	0.7165158
5.54	0.7163146
5.56	0.7161099
5.58	0.7159142
5.6	0.7157217
5.62	0.7155399
5.64	0.7153561
5.66	0.7151792
5.68	0.7150086
5.7	0.7148376
5.72	0.7146732
5.74	0.7145044
5.76	0.7143524
5.78	0.7141917
5.8	0.7140363
5.82	0.7138819
5.84	0.7137319
5.86	0.7135823
5.88	0.7134349
5.9	0.7132879
5.92	0.7131487
5.94	0.7130014
5.96	0.7128623
5.98	0.7127202
6	0.7125797
6.02	0.712441
6.04	0.7123072
6.06	0.7121611
6.08	0.712019
6.1	0.7118789
6.12	0.71174
6.14	0.7115952
6.16	0.7114516
6.18	0.7113051
6.2	0.7111483
6.22	0.7109934
6.24	0.7108384
6.26	0.7106701
6.28	0.7105011
6.3	0.7103217
6.32	0.7101433
6.34	0.7099614
6.36	0.7097707
6.38	0.7095742
6.4	0.7093761
6.42	0.7091733
6.44	0.7089689
6.46	0.7087564
6.48	0.7085432
6.5	0.7083224
6.52	0.7081037
6.54	0.707877
6.56	0.7076469
6.58	0.7074084
6.6	0.7071744
6.62	0.7069397
6.64	0.7067006
6.66	0.7064555
6.68	0.7062152
6.7	0.7059788
6.72	0.7057391
6.74	0.7054975
6.76	0.7052684
6.78	0.7050318
6.8	0.7048056
6.82	0.7045795
6.84	0.7043571
6.86	0.7041427
6.88	0.7039327
6.9	0.7037215
6.92	0.7035289
6.94	0.7033312
6.96	0.7031429
6.98	0.7029594
7	0.7027726
7.02	0.7025958
7.04	0.7024295
7.06	0.7022629
7.08	0.7020991
7.1	0.7019359
7.12	0.7017818
7.14	0.7016298
7.16	0.7014785
7.18	0.7013323
7.2	0.7011794
7.22	0.7010367
7.24	0.7008922
7.26	0.7007428
7.28	0.7005987
7.3	0.7004468
7.32	0.7003033
7.34	0.7001549
7.36	0.700004
7.38	0.6998518
7.4	0.6996982
7.42	0.6995465
7.44	0.6993947
7.46	0.6992334
7.48	0.6990789
7.5	0.6989221
7.52	0.6987705
7.54	0.6986302
7.56	0.6984804
7.58	0.6983153
7.6	0.6981636
7.62	0.6980088
7.64	0.6978443
7.66	0.6976841
7.68	0.6975268
7.7	0.6973555
7.72	0.6971852
7.74	0.697017
7.76	0.6968444
7.78	0.696672
7.8	0.6964946
7.82	0.6963124
7.84	0.6961314
7.86	0.6959352
7.88	0.6957433
7.9	0.695546
7.92	0.695349
7.94	0.6951252
7.96	0.6949121
7.98	0.694688
8	0.6944548
8.02	0.6942201
8.04	0.69397
8.06	0.6937298
8.08	0.6934679
8.1	0.6932065
8.12	0.6929442
8.14	0.6926692
8.16	0.6924045
8.18	0.6921286
8.2	0.691846
8.22	0.6915651
8.24	0.6912726
8.26	0.6909861
8.28	0.6906903
8.3	0.6903939
8.32	0.6900931
8.34	0.6897914
8.36	0.6894886
8.38	0.6891775
8.4	0.688867
8.42	0.6885563
8.44	0.6882516
8.46	0.6879511
8.48	0.687641
8.5	0.6873378
8.52	0.6870453
8.54	0.6867521
8.56	0.6864628
8.58	0.6861685
8.6	0.6858874
8.62	0.6856074
8.64	0.6853394
8.66	0.6850671
8.68	0.6848065
8.7	0.6845499
8.72	0.6842982
8.74	0.6840553
8.76	0.683817
8.78	0.6835868
8.8	0.6833652
8.82	0.6831509
8.84	0.6829386
8.86	0.6827322
8.88	0.6825382
8.9	0.6823512
8.92	0.6821715
8.94	0.6819994
8.96	0.6818358
8.98	0.6816841
9	0.6815317
9.02	0.6813975
9.04	0.6812673
9.06	0.681143
9.08	0.6810275
9.1	0.6809231
9.12	0.6808234
9.14	0.6807294
9.16	0.6806346
9.18	0.6805488
9.2	0.6804659
9.22	0.6803883
9.24	0.6803091
9.26	0.6802407
9.28	0.6801734
9.3	0.680102
9.32	0.6800345
9.34	0.6799647
9.36	0.6799055
9.38	0.6798446
9.4	0.6797992
9.42	0.6797473
9.44	0.6797031
9.46	0.6796647
9.48	0.6796227
9.5	0.6795806
9.52	0.6795391
9.54	0.6795098
9.56	0.6794732
9.58	0.6794413
9.6	0.6794164
9.62	0.679388
9.64	0.6793651
9.66	0.6793449
9.68	0.6793255
9.7	0.6793129
9.72	0.6793023
9.74	0.6792929
9.76	0.6792907
9.78	0.679294
9.8	0.6793069
9.82	0.6793151
9.84	0.679337
9.86	0.6793655
9.88	0.6793857
9.9	0.6794144
9.92	0.6794494
9.94	0.6794759
9.96	0.6795139
9.98	0.6795458
10	0.6795853
